Return_ID,Order_ID,Return_Reason,Return_Date,Returned_Qty,Selling_Price,Discount_%,Refund_Amount
RET-1286,ORD-9888,Wrong Item,2024-04-27,7,438.16,5%,"2,622.39"
RET-1720,ORD-9893,Late Delivery,2024-04-18,46,46.30,0%,"1,916.82"
RET-1977,ORD-9895,Late Delivery,2024-10-16,11,49.38,5%,464.42
RET-1708,ORD-9908,Quality Issue,2024-12-28,34,472.45,5%,"13,734.12"
RET-375,ORD-9912,Quality Issue,2024-11-29,68,111.54,15%,"5,802.31"
RET-1868,ORD-9917,Quality Issue,2024-12-31,40,170.96,5%,"5,846.83"
RET-573,ORD-9918,Damaged,2024-08-22,59,203.81,5%,"10,281.20"
RET-779,ORD-9922,Damaged,2024-12-08,97,71.21,15%,"5,284.14"
RET-184,ORD-9958,Quality Issue,2024-04-15,88,798.37,0%,"63,230.90"
RET-327,ORD-9962,Quality Issue,2024-09-08,81,389.77,5%,"26,993.52"
RET-581,ORD-9964,Quality Issue,2024-05-05,18,107.78,5%,"1,658.73"
RET-982,ORD-9970,Late Delivery,2024-04-20,4,432.15,5%,"1,477.95"
RET-1178,ORD-10000,Wrong Item,2024-03-26,66,217.20,10%,"11,611.51"
